"","X","user","date","text","id","country_name_short","party_id","party_name_short","party_name","party_name_english","translation","censorship_label","closed_society_label","economic_label","euroscepticism_label","immigration_label","partisan_state_label","power_concentration_label"
"570",909406,"renaissance","2019-12-20T17:00:00.000Z","Non, nous n’attendons pas 2040 pour faire changer les choses en matière d’écologie.

Voici quelques mesures très concrètes et rapidement applicables de la #LoiAntiGaspillage portée par @brunepoirson ⤵️ https://t.co/r6VZdneIlf",1208069551260229632,"FRA","2643.0","REM|R","La République En Marche! | Renaissance","The Republic Onwards! | Renaissance","No, we are not waiting for 2040 to change things in terms of ecology.

Here are some very concrete and quickly applicable measures of the #AntiWaste Law carried by @brunepoirson ⤵️ https://t.co/r6VZdneIlf",0,0,0,0,0,0,0
"571",674087,"theSNP","2014-01-29T17:29:49.000Z","Disappointment for Darling as No camp currency briefing unravels http://t.co/51WaoRBBk2 #indyref #yes",428580753308270592,"GBR","1284.0","SNP","Scottish National Party – Pàrtaidh Nàiseanta na h-Alba","Scottish National Party","Disappointment for Darling as No camp currency briefing unravels http://t.co/51WaoRBBk2 #indyref #yes",0,0,0,0,0,0,0
"572",458791,"SI_sinistra","11/27/15 13:52","#COP21 Lo speciale web di #Sel sul clima.
#ambiente #Sinistraitaliana
 http://www.sinistraecologialiberta.it/attualita/vertice-clima/ via @sinistraelib",670238813806059520,"ITA","465","S","Sinistra","Left","#COP21 The #Sel web special on the climate.
#environment #ItalianLeft
 http://www.sinistraeconomialiberta.it/attualita/vertice-clima/ via @sinistraelib",0,0,0,0,0,0,0
"573",169549,"pisorgpl","2016-05-17 12:37:23","Minister @MSP_GOV_PL @DawidJackiewicz w #KPRM: Prowadzimy działania zacieśniające współpracę miedzy spółkami Skarbu Państwa. #PracaRządu",732550579768037248,"POL","528.0","PiS","Prawo i Sprawiedliwość","Law and Justice","Minister @MSP_GOV_PL @DawidJackiewicz in the #Chancellery of the Prime Minister: We are taking actions to tighten cooperation between State Treasury companies. #GovernmentWork",0,0,0,0,0,0,0
"574",265126,"LegaSalvini","7/11/16 7:00","http://fb.me/1LWphiZnv",752397095336828928,"ITA","1436","LN","Lega Nord","North League","http://fb.me/1LWphiZnv",0,0,0,0,0,0,0
"575",556428,"LibDems","2015-06-12T10:00:08.000Z","Coming to #ldconf? Register before 19 June to receive a members' discount #LibDemfightback http://t.co/Ied648L6kB http://t.co/UlKxuERZ9w",609299133086633984,"GBR","659.0","Lib","Liberals","Liberals","Coming to #ldconf? Register before 19 June to receive a members' discount #LibDemfightback http://t.co/Ied648L6kB http://t.co/UlKxuERZ9w",0,0,0,0,0,0,0
"576",386609,"LegaSalvini","11/2/21 14:19","TV > Rai 1 | Massimiliano Romeo, Presidente senatori - Lega - Salvini Premier > MARTEDÌ 2 NOVEMBRE | ore 15:20 | ""Oggi è un altro giorno"" | Hashtag: #OggièUnAltroGiorno

Streaming: https://raiplay.it/dirette/rai1 | Tw: @altrogiornorai1 https://twitter.com/LegaSalvini/status/1455539953950146561/photo/1",1455539953950146304,"ITA","1436","LN","Lega Nord","North League","TV > Rai 1 | Massimiliano Romeo, President of Senators - League - Salvini Premier > TUESDAY 2 NOVEMBER | 3.20pm | ""Today is another day"" | Hashtag: #OggièUnAltroGiorno

Streaming: https://raiplay.it/dirette/rai1 | Tw: @altrogiornorai1 https://twitter.com/LegaSalvini/status/1455539953950146561/photo/1",0,0,0,0,0,0,0
"577",281535,"LegaSalvini","3/9/17 19:30","Morte di Kim Jong-nam, durissimo scontro diplomatico tra Malaysia e Corea del Nord http://fb.me/5THjcbksz",839921348952670208,"ITA","1436","LN","Lega Nord","North League","Death of Kim Jong-nam, harsh diplomatic clash between Malaysia and North Korea http://fb.me/5THjcbksz",0,0,0,0,0,0,0
"578",403572,"LegaSalvini","2/7/23 14:19","TV > Rete 4 | Massimiliano Romeo, Presidente senatori - Lega - Salvini Premier > MARTEDÌ 7 FEBBRAIO | ore 19:00 | ""TG4"" | Hashtag: #tg4

Streaming: https://www.mediaset.it/rete4/ | Tw: @rete4_it https://twitter.com/LegaSalvini/status/1622963157852454914/photo/1",1622963157852454912,"ITA","1436","LN","Lega Nord","North League","TV > Network 4 | Massimiliano Romeo, President of Senators - League - Salvini Premier > TUESDAY 7 FEBRUARY | 7.00 pm | ""TG4"" | Hashtag: #tg4

Streaming: https://www.mediaset.it/rete4/ | Tw: @rete4_it https://twitter.com/LegaSalvini/status/1622963157852454914/photo/1",0,0,0,0,0,0,0
"579",796360,"franceinsoumise","2022-08-25T14:43:00.000Z","🟣 Retrouvez l'#EmissionPopulaire des #AMFIS2022 sur notre chaîne YouTube,

Avec @emma_frr, @BastienParisot, @LachaudB, @AQuatennens et plein d'autres invités !

➡️ L'émission sur YouTube : https://t.co/o5oXDtJLyv https://t.co/ICRlerTMLz",1562812792557944832,"FRA","2644.0","FI","La France Insoumise","Unbowed France","🟣 Find the #PopularEmission of #AMFIS2022 on our YouTube channel,

With @emma_frr, @BastienParisot, @LachaudB, @AQuatennens and many other guests!

➡️ The show on YouTube: https://t.co/o5oXDtJLyv https://t.co/ICRlerTMLz",0,0,0,0,0,0,0
"580",549257,"LibDems","2015-01-16T09:00:28.000Z",".@normanlamb calls on @Jeremy_Hunt @andyburnhammp to match #NHS funding commitments http://t.co/ATHmd327e4 http://t.co/OhXxMzoM7c",556013103117516800,"GBR","659.0","Lib","Liberals","Liberals",".@normanlamb calls on @Jeremy_Hunt @andyburnhammp to match #NHS funding commitments http://t.co/ATHmd327e4 http://t.co/OhXxMzoM7c",0,0,0,0,1,0,0
"581",167953,"pisorgpl","2016-03-03 17:12:48","Politycy #PiS jutro (4.03) w mediach:
07:35 @POLSATNEWS_EU - @PatrykJaki 
08:05 @RepublikaTV - @AMAdamczyk",705440801774571520,"POL","528.0","PiS","Prawo i Sprawiedliwość","Law and Justice","#PiS politicians tomorrow (4/03) in the media:
07:35 @POLSATNEWS_EU - @PatrykJaki 
08:05 @RepublikaTV - @AMAdamczyk",0,0,0,0,0,0,0
"582",560587,"LibDems","2017-08-23T09:48:00.000Z","Recent months' pitiful increase in GP numbers is nowhere near enough to cope with rising patient demand. https://t.co/uYxCSGpLAs",900293538033713152,"GBR","659.0","Lib","Liberals","Liberals","Recent months' pitiful increase in GP numbers is nowhere near enough to cope with rising patient demand. https://t.co/uYxCSGpLAs",0,0,0,0,0,0,0
"583",514053,"pdnetwork","11/5/08 0:19","Anche Walter Veltroni è a Piazza di Pietra. Tutti in attesa dei dati definitivi, e nelel retrovie si provano i collegamenti skype",990383717,"ITA","382","PD","Partito Democratico","Democratic Party","Walter Veltroni is also in Piazza di Pietra. Everyone is waiting for the final data, and Skype connections are being tested in the background",0,0,0,0,0,0,0
"584",133521,"Platforma_org","2022-04-22 11:27:58","💬Polska ma problem skutecznej obrony antyrakietowej. Trzeba wrócić do poważnej polityki, inwestycji, ale też wysiłków dyplomatycznych, aby zabezpieczyć polskie niebo. 

Przewodniczący @donaldtusk 🇵🇱 na #ForumEksperckie👇 https://twitter.com/Platforma_org/status/1517465227423621121/video/1",1517465227423621120,"POL","512.0","PO","Platforma Obywatelska","Civic Platform","💬Poland has a problem with effective anti-missile defense. We need to return to serious politics, investments, but also diplomatic efforts to secure the Polish sky. 

Chairman @donaldtusk 🇵🇱 on #ForumEksperckie👇 https://twitter.com/Platforma_org/status/1517465227423621121/video/1",0,0,0,0,0,0,0
"585",181442,"pisorgpl","2018-01-25 06:25:01","Premier @MorawieckiM w @RadiowaJedynka: Kontynuujemy naszą rozmowę z ludźmi, by poznać ich problemy.",956412573020286848,"POL","528.0","PiS","Prawo i Sprawiedliwość","Law and Justice","Prime Minister @MorawieckiM on @RadiowaJedynka: We continue our conversation with people to learn about their problems.",0,0,0,0,0,0,0
"586",952648,"neos_eu","2014-02-16T08:41:57.000Z","@pir_at Nur Liebscher, Nowotny &amp; Ettl sind namentlich bekannt. Wer von OeNB, FMA, FIMBAG sonst noch drinnen ist: k.A. (möglw. Anfrage) #hypo",434970894373756864,"AUT","2255.0","NEOS","NEOS – Das Neue Österreich","NEOS -- The New Austria","@pir_at Only Liebscher, Nowotny & Ettl are known by name. Who else from OeNB, FMA, FIMBAG is inside: n.a. (possible request) #hypo",0,0,0,0,0,0,0
"587",927723,"SPOE_at","2018-02-06T11:00:36.000Z","Heute ist #SaferInternetDay. Im Interview mit @Kontrast_at erzählt der Jurist und Internetaktivist @maxschrems, wie er für besseren Datenschutz und mehr Privatsphäre kämpft. https://t.co/hUodoKP8H1",960830582526705664,"AUT","973.0","SPO","Sozialdemokratische Partei Österreichs","Social Democratic Party of Austria","Today is #SaferInternetDay. In an interview with @Kontrast_at, lawyer and internet activist @maxschrems tells how he is fighting for better data protection and more privacy. https://t.co/hUodoKP8H1",0,0,0,0,0,0,0
"588",561931,"LibDems","2018-06-23T12:34:59.000Z","#Exitfrombrexit https://t.co/PxRYyrMw5X",1010501471346089984,"GBR","659.0","Lib","Liberals","Liberals","#Exitfrombrexit https://t.co/PxRYyrMw5X",0,0,0,0,0,0,0
"589",846307,"partisocialiste","2012-10-11T07:47:42.000Z","[Msg de la motion 2] Notre parti nos militants doivent être les initiateurs du changement et pas seulement les porte-paroles du gouvernement",256300025305501696,"FRA","1539.0","PS","Parti socialiste","Socialist Party","[Msg of motion 2] Our party our activists must be the initiators of change and not just the spokespersons of the government",0,0,0,0,0,0,0
"590",610633,"TheGreenParty","2015-08-04T10:54:18.000Z","RBS: Government sells £2.1bn of shares in bank - BBC News http://t.co/0aMrKH83el http://t.co/xMAsTsP6Cf",628519321455693824,"GBR","467.0","GP","Green Party","Green Party","RBS: Government sells £2.1bn of shares in bank - BBC News http://t.co/0aMrKH83el http://t.co/xMAsTsP6Cf",0,0,0,0,0,0,0
"591",457960,"SI_sinistra","6/23/15 15:21","La crisi greca ci riguarda per più di un motivo, a partire dal fatto che obbligare la Grecia al default... http://fb.me/7iu1Vsumo",613366313650626560,"ITA","465","S","Sinistra","Left","The Greek crisis concerns us for more than one reason, starting from the fact that forcing Greece to default... http://fb.me/7iu1Vsumo",0,0,0,0,0,0,0
"592",303799,"LegaSalvini","5/8/18 12:26","#Centinaio, basta perdere tempo, o si cambia o si vota. https://www.facebook.com/legasalvinipremier/videos/1820563014653283/",993829369952030848,"ITA","1436","LN","Lega Nord","North League","#Hundred, stop wasting time, either we change or we vote. https://www.facebook.com/legasalvinipremier/videos/1820563014653283/",0,0,0,0,0,0,0
"593",27972,"czKSCM","2018-08-31 08:36:06","Radek Nejezchleb: Přestože ještě kalendářně panuje babí léto, školní rok začíná. Když jsem v 80. letech v rodné Třebíči navštěvoval základní školu, příliš jsme se do školy po letních prázdninách nehrnuli. Komu by se taky chtělo opouštět sladký život... http://halonoviny.cz/articles/view/15448298022",1035446118593830784,"CZE","1173.0","KSCM","Komunistická strana Cech a Moravy","Communist Party of Bohemia and Moravia","Radek Nejezchleb: Although midsummer still reigns on the calendar, the school year is starting. When I attended elementary school in my native Třebíč in the 1980s, we didn't go to school too much after the summer vacation. Who would also like to leave the sweet life... http://halonoviny.cz/articles/view/15448298022",0,0,0,0,0,0,0
"594",750588,"dlf_officiel","2013-09-15T10:50:12.000Z","""L'Allemagne ne veut pas payer, Hollande s'est fait claquer la porte au nez"" @dupontaignan",379195439498948608,"FRA","2399.0","DLR|DLF","Debout la république | Debout la France","Republic Arise | France Arise","“Germany does not want to pay, Hollande has had the door slammed in his face” @dupontaignan",0,0,0,1,0,1,0
"595",491097,"forza_italia","7/22/10 14:05","VALDUCCI: Su legalita' il governo ha operato con determinazione: ""Concordo con Fabrizio Cicchitto quando dice che ... http://bit.ly/b1p0hj",19256974229,"ITA","596","FI-PdL","Forza Italia – Il Popolo della Libertà","Go Italy -- The People of Freedom","VALDUCCI: On legality the government has operated with determination: ""I agree with Fabrizio Cicchitto when he says that ... http://bit.ly/b1p0hj",0,0,0,0,0,0,0
"596",246939,"LegaSalvini","6/26/15 18:30","TV > Rete 4 | Matteo SALVINI, Segretario Federale Lega Nord - Presidente Noi con Salvini - Eurodeputato > VENERDÌ... http://fb.me/4qtw10ppg",614500932496134144,"ITA","1436","LN","Lega Nord","North League","TV > Network 4 | Matteo SALVINI, Federal Secretary of the Northern League - President Noi con Salvini - MEP > FRIDAY... http://fb.me/4qtw10ppg",0,0,0,0,0,0,0
"597",336534,"LegaSalvini","1/21/20 21:52","#cinedigiuno, che meraviglia! 😹",1219739481588355072,"ITA","1436","LN","Lega Nord","North League","#cinedigiuno, how wonderful! 😹",0,0,0,0,0,0,0
"598",586599,"Plaid_Cymru","2016-09-12T21:56:51.000Z","""The priority now must be to protect the Welsh national interest"" @_Adam_Price tells @adrianmasters84. #SharpEnd #Plaid16 #Brexit",775453145396875264,"GBR","311.0","Plaid","Plaid Cymru","Plaid Cymru","""The priority now must be to protect the Welsh national interest"" @_Adam_Price tells @adrianmasters84. #SharpEnd #Plaid16 #Brexit",0,0,0,0,0,0,0
"599",33745,"kducsl","2020-07-08 10:01:19","@TheLilek @MJureka To rozhodně, proto budeme odpoledne hlasovat o našem návrhu v rámci navýšení schodku rozpočtu, aby vláda začala s masivní výstavbou bytů. Chceme, aby se vystavělo až 50 tisíc bytů.",1280804146107617280,"CZE","1245.0","KDU-CSL","Křesťanská a demokratická unie – Československá strana lidová","Christian Democratic Union -- People's Party","@TheLilek @MJureka Absolutely, that's why we'll be voting this afternoon on our proposal to increase the budget deficit for the government to start massive housing construction. We want up to 50,000 apartments to be built.",0,0,0,0,0,0,0
"600",854247,"partisocialiste","2013-10-13T18:31:58.000Z","Élection cantonale partielle de Brignoles, par @harlemdesir et @ChBorgel
http://t.co/EQS5wT66kL",389458507855978496,"FRA","1539.0","PS","Parti socialiste","Socialist Party","Cantonal partial election of Brignoles, by @harlemdesir and @ChBorgel
http://t.co/EQS5wT66kL",0,0,0,0,0,1,1
"601",543657,"unionvaldotaine","11/27/20 19:06","❌❌❌ Da Roma devono darci risposte CHIARE! 
Bien dit Président!👇🦁

@GiuseppeConteIT 
@robersperanza 
@F_Boccia « ErikLavevaz: Ieri abbiamo ricoverato un cittadino Biellese perché tante rianimazioni del #Piemonte erano sature. Oggi deduciamo (da Roma non arrivano comunicazioni) che rimarremo #zonarossa e ad ora non sappiamo perché. Roma deve darci risposte chiare, questa non è serietà. https://twitter.com/ErikLavevaz/status/1332383106695892992/photo/1 — https://twitter.com/eriklavevaz/status/1332383106695892992 »",1.332400521983e+18,"ITA","974","UV","Union Valdôtaine","Valdotanian Union","❌❌❌ From Rome they must give us CLEAR answers! 
Bien dit Président!👇🦁

@GiuseppeConteIT 
@robersperanza 
@F_Boccia « ErikLaverez: Yesterday we hospitalized a Biellese citizen because many resuscitations in #Piedmont were full. Today we deduce (no communications arrive from Rome) that we will remain #redzone and as of now we don't know why. Rome must give us clear answers, this is not seriousness. https://twitter.com/ErikLaverez/status/1332383106695892992/photo/1 — https://twitter.com/eriklaverez/status/1332383106695892992 »",0,0,0,0,0,0,0
"602",119672,"Platforma_org","2018-07-18 15:55:20","⚠️ 500+ powinno oficjalnie zmienić nazwę!
📉 W ciągu 2 lat przez inflację wysokość świadczenia #500plus spadła do 393 zł❗
🛒Podrożały koszty życia. 
PiS nałożyło na Polaków 34 nowe podatki i opłaty.
➡️ W efekcie 500+ jest coraz mniej warte, tak jak obietnice PiS.👎 https://twitter.com/Platforma_org/status/1019611588016459777/photo/1",1019611588016459648,"POL","512.0","PO","Platforma Obywatelska","Civic Platform","⚠️ 500+ should officially change its name!
📉 Within 2 years, due to inflation, the amount of the #500plus benefit dropped to PLN 393❗
🛒The cost of living has gone up. 
PiS imposed 34 new taxes and fees on Poles.
➡️ As a result, 500+ is worth less and less, just like PiS promises.👎 https://twitter.com/Platforma_org/status/1019611588016459777/photo/1",0,0,0,0,0,0,0
"603",732203,"RNational_off","2016-09-22T13:09:01.000Z",".@f_philippot : ""Cette convention sur l'Ecole et l'Enseignement supérieur participe du projet présidentiel de Marine Le Pen"". #ConventionMLP https://t.co/xztdeQnN8V",778944189333667840,"FRA","270.0","FN","Rassemblement National","National Rally",".@f_philippot: ""This convention on Schools and Higher Education is part of Marine Le Pen's presidential project"". #MLPConvention https://t.co/xztdeQnN8V",0,0,0,0,0,1,0
"604",475661,"direzioneprc","6/29/12 10:55","La ragione dei cancellati di Ljubljana, Slovenia, un momento della protesta dei ""cancellati"" http://goo.gl/fb/EEQ4A",218659068846420000,"ITA","1321","PRC","Partito della Rifondazione Comunista","Communist Refoundation Party","The reason for the canceled people in Ljubljana, Slovenia, a moment of the ""cancelled"" protest http://goo.gl/fb/EEQ4A",0,0,0,0,0,0,0
"605",962577,"neos_eu","2015-06-30T08:14:55.000Z","„Das hätte ich mit nie erwartet“ - Peter Hajek von Eindeutigkeit der Ergebnisses mehr als überrascht. http://t.co/YPshPRxuDn",615795635644600320,"AUT","2255.0","NEOS","NEOS – Das Neue Österreich","NEOS -- The New Austria","“I would never have expected that” - Peter Hajek was more than surprised by the clarity of the results. http://t.co/YPshPRxuDn",0,0,0,0,0,0,0
"606",531299,"pdnetwork","6/28/18 10:50","Milioni di persone fuggono da guerre e povertà e solo il 10% cerca approdo in Europa. Una sfida di questa portata può essere affrontata solo con un lavoro condiviso, improntato alla cooperazione e al rispetto iniziando fuori dai nostri confini
@FedericaMog
https://www.partitodemocratico.it/immigrazione/mogherini-ora-i-governi-investano-in-africa/",1012286992745365632,"ITA","382","PD","Partito Democratico","Democratic Party","Millions of people flee war and poverty and only 10% seek refuge in Europe. A challenge of this magnitude can only be faced with shared work, based on cooperation and respect, starting outside our borders
@FedericaMog
https://www.partitodemocratico.it/economia/mogherini-ora-i-governi-investano-in-africa/",0,0,0,0,0,0,0
"607",568423,"LibDems","2021-04-28T14:02:00.000Z","""I've been inundated with emails from my constituents some of whom have had to move their businesses to Ireland because they simply can't function here anymore."" - @libdemdaisy #PoliticsLive https://t.co/7MUrn0yvyN",1387406748965867520,"GBR","659.0","Lib","Liberals","Liberals","""I've been inundated with emails from my constituents some of whom have had to move their businesses to Ireland because they simply can't function here anymore."" - @libdemdaisy #PoliticsLive https://t.co/7MUrn0yvyN",0,0,0,0,0,0,0
"608",384785,"LegaSalvini","9/26/21 19:59","In diretta da Siena con i sindaci del territorio e Tommaso Marrocchesi Marzi, il candidato che il 3 e 4 ottobre sfiderà Enrico Letta nel collegio toscano. Siete pronti a mandare a casa il Pd dopo il disastro di Monte dei… https://www.facebook.com/legasalvinipremier/videos/3137874663151474/
https://www.facebook.com/legasalvinipremier/videos/3137874663151474/",1442217161787801600,"ITA","1436","LN","Lega Nord","North League","Live from Siena with the mayors of the area and Tommaso Marrocchesi Marzi, the candidate who will challenge Enrico Letta in the Tuscan constituency on 3 and 4 October. Are you ready to send the Democratic Party home after the Monte dei disaster… https://www.facebook.com/legasalvinipremier/videos/3137874663151474/
https://www.facebook.com/legasalvinipremier/videos/3137874663151474/",0,0,0,0,0,0,0
"609",550253,"LibDems","2015-03-05T15:02:07.000Z","Open your door to 15 hours free childcare for all 3 and 4 year olds #opendoors #GE2015 http://t.co/6IWe8Zb2ac http://t.co/0D3Vu5rAZF",573498734014656512,"GBR","659.0","Lib","Liberals","Liberals","Open your door to 15 hours free childcare for all 3 and 4 year olds #opendoors #GE2015 http://t.co/6IWe8Zb2ac http://t.co/0D3Vu5rAZF",0,0,0,0,0,0,0
"610",838137,"partisocialiste","2009-07-29T13:48:57.000Z","Le « redécoupage Marleix » rendra l’alternance plus difficile dans notre pays !: Le Conseil des ministres a adop.. http://bit.ly/Wi0U4",2909648670,"FRA","1539.0","PS","Parti socialiste","Socialist Party","The “Marleix redistricting” will make alternation more difficult in our country!: The Council of Ministers has adopted.. http://bit.ly/Wi0U4",0,0,0,0,0,0,0
"611",552408,"LibDems","2015-04-10T14:30:07.000Z","Our help to rent scheme will support young people move out of the family home #GE2015 http://t.co/A8eHrN0t2p http://t.co/Mt4vLHfM96",586536641902157824,"GBR","659.0","Lib","Liberals","Liberals","Our help to rent scheme will support young people move out of the family home #GE2015 http://t.co/A8eHrN0t2p http://t.co/Mt4vLHfM96",0,0,0,0,0,0,0
"612",695828,"theSNP","2020-07-06T11:42:50.000Z","NS: ""As a result we're as confident as we can be that this cluster is under control, however we're seeking some final assurances and information today about the situation at the Carlisle hospital, and more generally in Cumbria.""",1280104919526244352,"GBR","1284.0","SNP","Scottish National Party – Pàrtaidh Nàiseanta na h-Alba","Scottish National Party","NS: ""As a result we're as confident as we can be that this cluster is under control, however we're seeking some final assurances and information today about the situation at the Carlisle hospital, and more generally in Cumbria.""",0,0,0,0,0,0,0
"613",652958,"UKLabour","2015-03-26T19:00:06.000Z","The public want a debate, but David Cameron’s not giving it to them. Is he hiding something? https://t.co/JMmDznC8Nw #BattleforNumber10",581168766580477952,"GBR","1556.0","Lab","Labour Party","Labour","The public want a debate, but David Cameron’s not giving it to them. Is he hiding something? https://t.co/JMmDznC8Nw #BattleforNumber10",0,0,0,0,0,0,0
"614",300622,"LegaSalvini","2/5/18 10:20","Ora a Frosinone, Capitano accolto con un affetto incredibile, che spettacolo!
#SalviniPremier https://fb.me/7H7vDeBF6",960458131028537216,"ITA","1436","LN","Lega Nord","North League","Now in Frosinone, Captain welcomed with incredible affection, what a spectacle!
#SalviniPremier https://fb.me/7H7vDeBF6",0,0,0,0,0,0,0
"615",579338,"Plaid_Cymru","2015-01-28T21:42:38.000Z","Sign this petition to voice your opposition to plans to move Trident to Wales: http://t.co/AkI7tnMXWA #scraptrident http://t.co/ReycseWmJs",560553560497483776,"GBR","311.0","Plaid","Plaid Cymru","Plaid Cymru","Sign this petition to voice your opposition to plans to move Trident to Wales: http://t.co/AkI7tnMXWA #scraptrident http://t.co/ReycseWmJs",0,0,0,0,0,0,0
"616",705784,"theSNP","2021-02-17T13:15:48.000Z","NS: ""..every single day to make sure we are reducing the impact of this virus. That's all I seek to do every day right now, and it's all I will continue to seek to do."" #FMQs",1362027972279074816,"GBR","1284.0","SNP","Scottish National Party – Pàrtaidh Nàiseanta na h-Alba","Scottish National Party","NS: ""..every single day to make sure we are reducing the impact of this virus. That's all I seek to do every day right now, and it's all I will continue to seek to do."" #FMQs",0,0,0,0,0,0,0
"617",817278,"lesrepublicains","2022-06-09T14:37:20.000Z","🇫🇷 Les 12 et 19 juin, choisissez des députés #PourVousDéfendre ! https://t.co/Znx4KAgH0c",1534907503670181888,"FRA","658.0","UMP|LR","Union pour un mouvement populaire | Les Républicains","Union for a Popular Movement | The Republicans","🇫🇷 On June 12 and 19, choose MPs #ForYouDefend! https://t.co/Znx4KAgH0c",0,0,0,0,0,0,0
"618",643476,"UKIP","2020-12-14T19:00:30.000Z","Christmas Livestream https://t.co/Wze2lb9ZzO",1338559507320905728,"GBR","1272.0","UKIP","United Kingdom Independence Party","United Kingdom Independence Party","Christmas Livestream https://t.co/Wze2lb9ZzO",0,0,0,0,0,0,0
"619",552768,"LibDems","2015-04-14T17:59:40.000Z",".@julianhuppert: ""There is already too much discrimination against mental health a wristband is not going to help"" http://t.co/LcuL52V9p8",588038929506562048,"GBR","659.0","Lib","Liberals","Liberals",".@julianhuppert: ""There is already too much discrimination against mental health a wristband is not going to help"" http://t.co/LcuL52V9p8",0,0,0,0,0,0,0
"620",331800,"LegaSalvini","12/4/19 12:41","#Salvini: Porti aperti, tasse e manette, tradimento sul Mes, follie europee contro le nostre eccellenze alimentari, liti continue: BASTA. La via maestra per uscire dal caos in cui questo ridicolo governo di minoranza ha buttato il https://www.facebook.com/422703967772535/posts/2796729730369935/
https://www.facebook.com/salviniofficial/videos/479998972642911/",1202206247870701568,"ITA","1436","LN","Lega Nord","North League","#Salvini: Open ports, taxes and handcuffs, betrayal on the ESM, European madness against our food excellences, continuous arguments: ENOUGH. The main way out of the chaos into which this ridiculous minority government has thrown the https://www.facebook.com/422703967772535/posts/2796729730369935/
https://www.facebook.com/salviniofficial/videos/479998972642911/",0,0,0,1,1,0,0
"621",387529,"LegaSalvini","11/24/21 15:06","MIGRANTI, DUE BARCONI ARRIVATI NELLA NOTTE A LAMPEDUSA
https://www.rainews.it/tgr/sicilia/articoli/2021/11/sic-migranti-arrivi-lampedusa-4e08f754-f6a3-4f6b-9654-ccf894a041e1.html",1463524315652145152,"ITA","1436","LN","Lega Nord","North League","MIGRANTS, TWO BOATS ARRIVED IN LAMPEDUSA DURING THE NIGHT
https://www.rainews.it/tgr/sicilia/articoli/2021/11/sic-migranti-arrivi-lampedusa-4e08f754-f6a3-4f6b-9654-ccf894a041e1.html",0,0,0,0,0,0,0
"622",134503,"Platforma_org","2022-10-07 07:55:15",".@donaldtusk podczas #RoadToRecovery: Powinniśmy w tym momencie wydawać pieniądze unijne. Tymczasem dzisiaj Polacy martwią się o to czy będzie czym napalić w piecu. Słyszymy o podwyżkach prądu o 600, 800, 1100 procent.",1578292860977549312,"POL","512.0","PO","Platforma Obywatelska","Civic Platform",".@donaldtusk during #RoadToRecovery: We should be spending EU money at this point. Meanwhile, today Poles are worried about whether there will be anything to light the stove. We hear about electricity increases of 600, 800, 1100 percent.",0,0,0,0,0,0,0
"623",129108,"Platforma_org","2020-06-23 10:08:03","🎥O godz. 12:20 przed Ministerstwem Zdrowia (ul. Miodowa 15, W-wa) odbędzie się konferencja prasowa @MichalSzczerba i @Dariusz_Jonski. Temat: Afera Szumowskiego - nowe fakty. Zapraszamy! https://twitter.com/Platforma_org/status/1275370024983764992/photo/1",1275370024983764736,"POL","512.0","PO","Platforma Obywatelska","Civic Platform","🎥At 12:20 in front of the Ministry of Health (ul. Miodowa 15, Warsaw) there will be a press conference held by @MichalSzczerba and @Dariusz_Jonski. Subject: Szumowski scandal - new facts. We invite you! https://twitter.com/Platforma_org/status/1275370024983764992/photo/1",0,0,0,0,0,0,0
"624",475872,"direzioneprc","7/22/12 12:35","Ricerca? Meglio un F35 http://goo.gl/fb/mYhxN",227018915832815616,"ITA","1321","PRC","Partito della Rifondazione Comunista","Communist Refoundation Party","Research? Better an F35 http://goo.gl/fb/mYhxN",0,0,0,0,0,0,0
"625",250021,"LegaSalvini","9/2/15 19:26","VIDEO > #Salvini: ""A #Grassobbio, qui in provincia, la #Faac ha deciso di lasciare a casa oltre 50 persone. Chi è... http://fb.me/25HUPFavA",639157358489243648,"ITA","1436","LN","Lega Nord","North League","VIDEO > #Salvini: ""In #Grassobbio, here in the province, the #FAAC has decided to leave over 50 people at home. Who is... http://fb.me/25HUPFavA",0,0,0,0,0,1,0
"626",758092,"dlf_officiel","2015-09-08T05:56:09.000Z","Bureau national de DLF ce matin !",641127866797793280,"FRA","2399.0","DLR|DLF","Debout la république | Debout la France","Republic Arise | France Arise","DLF national office this morning!",0,0,0,0,0,0,0
"627",338925,"LegaSalvini","2/19/20 16:43","SARDINE, DOPO IL FLOP A NAPOLI SANTORI ESPELLE IL LEADER LOCALE. E LUI ATTACCA: ""NON SONO DEMOCRATICI!"" https://twitter.com/LegaSalvini/status/1230170954501849089/photo/1",1230170954501849088,"ITA","1436","LN","Lega Nord","North League","SARDINES, AFTER THE FLOP IN NAPLES SANTORI EXPELLS THE LOCAL LEADER. AND HE ATTACKS: ""THEY ARE NOT DEMOCRATS!"" https://twitter.com/LegaSalvini/status/1230170954501849089/photo/1",0,0,0,0,1,1,0
"628",96581,"Platforma_org","2014-01-08 14:12:26","Wicepremier E.Bieńskowska: w naszym pakiecie są też środki na budowę kolejnych żłobków i przedszkoli.",420920935793713216,"POL","512.0","PO","Platforma Obywatelska","Civic Platform","Deputy Prime Minister E. Bieńskowska: our package also includes funds for the construction of more nurseries and kindergartens.",0,0,0,0,0,0,0
